,"Type","Date","Num","Adj","Name","Memo","Account Type","Account","Clr","Split","Debit","Credit","Balance"
,"Sales Receipt","14-12-2024","3378",,"Egesa Shop","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",73.07,"",217582.12
,"Sales Receipt","16-12-2024","3345",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",35.24,"",217617.36
,"Sales Receipt","16-12-2024","3348",,"Cash Sales","Zelia Scourer Lemon 24x500g Standard","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",146.14,"",217763.50
,"Sales Receipt","17-12-2024","3354",,"Cash Sales","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",70.49,"",217833.99
,"Sales Receipt","17-12-2024","3357",,"Safwan Wholesalers","Zelia Scourer Lemon 12x1Kg","Cost of Goods Sold","Zelia Scouring Powder",,"Undeposited Funds",2114.58,"",219948.57
"Total Zelia Scouring Powder",,,,,,,,,,,408851.83,188903.26,219948.57
"Zelia Dishwashing Paste",,,,,,,,,,,,,""
,"Sales Receipt","03-01-2024","1592",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",87.39,"",87.39
,"Sales Receipt","03-01-2024","1594",,"ROYAL SEALS SUPERMARKET","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",524.36,"",611.75
,"Sales Receipt","03-01-2024","1595",,"Restoration Traders","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1048.72,"",1660.47
,"Sales Receipt","03-01-2024","1596",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.70,"",1704.17
,"Sales Receipt","03-01-2024","1599",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",87.39,"",1791.56
,"Sales Receipt","04-01-2024","1704",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.70,"",1835.26
,"Sales Receipt","04-01-2024","1706",,"Tawakal Wholesale Eastleigh","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",3146.17,"",4981.43
,"Sales Receipt","04-01-2024","1710",,"Sahal General Stores","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1048.72,"",6030.15
,"Invoice","05-01-2024","MC05272",,"Mumsha Supamat","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",262.18,"",6292.33
,"Sales Receipt","05-01-2024","1600",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",262.18,"",6554.51
,"Sales Receipt","05-01-2024","1711",,"Summer Outlets","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",524.36,"",7078.87
,"Sales Receipt","08-01-2024","1715",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",349.57,"",7428.44
,"Sales Receipt","09-01-2024","1717",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",349.57,"",7778.01
,"Sales Receipt","09-01-2024","1720",,"Kwiksave supermarket","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1048.72,"",8826.73
,"Sales Receipt","10-01-2024","1718",,"Memos Supermarket","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",524.36,"",9351.09
,"Sales Receipt","10-01-2024","1722",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",87.39,"",9438.48
,"Sales Receipt","11-01-2024","1723",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",174.79,"",9613.27
,"Sales Receipt","11-01-2024","1724",,"Mashallah Foodstuffs","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1048.72,"",10661.99
,"Invoice","12-01-2024","MC05298",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",2097.45,"",12759.44
,"Invoice","12-01-2024","MC05299",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",1048.72,"",13808.16
,"Invoice","12-01-2024","MC05300",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",1048.72,"",14856.88
,"Invoice","12-01-2024","MC05301",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",524.36,"",15381.24
,"Invoice","12-01-2024","MC05302",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",524.36,"",15905.60
,"Invoice","12-01-2024","MC05306",,"Azaavi Collections Limited","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",87.39,"",15992.99
,"Sales Receipt","12-01-2024","1725",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1040.75,"",17033.74
,"Sales Receipt","12-01-2024","1733",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",130.09,"",17163.83
,"Invoice","15-01-2024","MC05308",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",1040.75,"",18204.58
,"Invoice","15-01-2024","MC05309",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",520.37,"",18724.95
,"Invoice","15-01-2024","MC05310",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",520.37,"",19245.32
,"Invoice","15-01-2024","MC05311",,"Seasons lane Mart","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",520.37,"",19765.69
,"Invoice","15-01-2024","MC05312",,"KASAMAT INVESTMENTS LTD","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",260.19,"",20025.88
,"Invoice","15-01-2024","MC05315",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",1040.75,"",21066.63
,"Sales Receipt","15-01-2024","1729",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.73,"",21153.36
,"Sales Receipt","15-01-2024","1730",,"tRIPPLE M","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",260.19,"",21413.55
,"Sales Receipt","16-01-2024","1740",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",21456.87
,"Sales Receipt","17-01-2024","1735",,"B Shop","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",22496.52
,"Sales Receipt","17-01-2024","1737",,"Mumtaz Shop","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",519.82,"",23016.34
,"Sales Receipt","17-01-2024","1748",,"Yasin Shop","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",129.96,"",23146.30
,"Sales Receipt","18-01-2024","1738",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",173.27,"",23319.57
,"Sales Receipt","18-01-2024","1741",,"Newclear Minimart Fedha","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",129.96,"",23449.53
,"Sales Receipt","19-01-2024","1739",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",23492.85
,"Sales Receipt","19-01-2024","1744",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",24532.50
,"Sales Receipt","19-01-2024","1745",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",24792.41
,"Sales Receipt","21-01-2024","AT186",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",25832.06
,"Invoice","23-01-2024","MC05343",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",519.82,"",26351.88
,"Sales Receipt","23-01-2024","1750",,"Mumtaz Shop","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",27391.53
,"Sales Receipt","23-01-2024","1751",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",173.27,"",27564.80
,"Sales Receipt","23-01-2024","1752",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.64,"",27651.44
,"Invoice","24-01-2024","MC05346",,"Qways Supermarket","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",519.82,"",28171.26
,"Invoice","24-01-2024","MC05347",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",1039.65,"",29210.91
,"Invoice","24-01-2024","MC05348",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",1039.65,"",30250.56
,"Sales Receipt","24-01-2024","1755",,"Alma Mart","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",519.82,"",30770.38
,"Sales Receipt","24-01-2024","1756",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",129.96,"",30900.34
,"Sales Receipt","24-01-2024","1757",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",30943.66
,"Sales Receipt","29-01-2024","1762",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",31203.57
,"Sales Receipt","29-01-2024","1763",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",31246.89
,"Sales Receipt","29-01-2024","1764",,"Restoration Traders","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",32286.54
,"Sales Receipt","29-01-2024","1769",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",32329.86
,"Sales Receipt","30-01-2024","1766",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",173.27,"",32503.13
,"Sales Receipt","30-01-2024","1768",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",32546.45
,"Sales Receipt","30-01-2024","1771",,"Arqam Savanna","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",33586.10
,"Sales Receipt","30-01-2024","1772",,"Amina Shop","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",519.82,"",34105.92
,"Sales Receipt","31-01-2024","1773",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.64,"",34192.56
,"Sales Receipt","31-01-2024","1774",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",34235.88
,"Sales Receipt","31-01-2024","1778",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",129.96,"",34365.84
,"Invoice","01-02-2024","MC05373",,"THE M-PESA ACADEMY","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",4158.58,"",38524.42
,"Sales Receipt","01-02-2024","1779",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1299.56,"",39823.98
,"Sales Receipt","01-02-2024","1780",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",40083.89
,"Sales Receipt","01-02-2024","1789",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",41123.54
,"Invoice","02-02-2024","MC05378",,"MZOORI STORE LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",519.82,"",41643.36
,"Sales Receipt","02-02-2024","1782",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",41686.68
,"Sales Receipt","02-02-2024","1783",,"Cheche Minimart","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",41946.59
,"Sales Receipt","02-02-2024","1784",,"Kandara minimart","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",42206.50
,"Sales Receipt","05-02-2024","1787",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",42249.82
,"Sales Receipt","05-02-2024","1788",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",42293.14
,"Sales Receipt","05-02-2024","1794",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",173.27,"",42466.41
,"Sales Receipt","06-02-2024","1800",,"Mama Amina","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",43506.06
,"Sales Receipt","06-02-2024","1805",,"Tawakal Wholesale Eastleigh","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",2079.29,"",45585.35
,"Sales Receipt","06-02-2024","1807",,"Perfect Enterprise","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",519.82,"",46105.17
,"Sales Receipt","06-02-2024","1808",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",46148.49
,"Sales Receipt","07-02-2024","1810",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.64,"",46235.13
,"Sales Receipt","07-02-2024","1812",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",47274.78
,"Sales Receipt","08-02-2024","1814",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",47318.10
,"Sales Receipt","08-02-2024","1815",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",47361.42
,"Sales Receipt","09-02-2024","1818",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.64,"",47448.06
,"Sales Receipt","10-02-2024","1821",,"Alma Mart","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",47707.97
,"Invoice","12-02-2024","MC05395",,"THE M-PESA ACADEMY","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",4158.58,"",51866.55
,"Credit Note","12-02-2024","CN01056",,"THE M-PESA ACADEMY","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable","",4158.58,47707.97
,"Invoice","12-02-2024","MC05400",,"KASAMAT INVESTMENTS LTD","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",259.91,"",47967.88
,"Sales Receipt","13-02-2024","1832",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.64,"",48054.52
,"Sales Receipt","13-02-2024","1833",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",48097.84
,"Invoice","14-02-2024","MC05405",,"MUHINDI MWEUSI SUPERMARKET LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",519.82,"",48617.66
,"Invoice","14-02-2024","MC05407",,"Qways Supermarket","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",519.82,"",49137.48
,"Sales Receipt","14-02-2024","1836",,"Cheaper Cheap","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",50177.13
,"Sales Receipt","15-02-2024","1841",,"Al Naim store","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",51216.78
,"Sales Receipt","15-02-2024","1843",,"DHAGAXFUR WHOLESALE","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",52256.43
,"Sales Receipt","15-02-2024","1844",,"Salman Shop","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",53296.08
,"Sales Receipt","16-02-2024","1845",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.64,"",53382.72
,"Sales Receipt","16-02-2024","1847",,"Gidesh Supermarket","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",53642.63
,"Sales Receipt","16-02-2024","1852",,"Nuclear Supermarket","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",259.91,"",53902.54
,"Sales Receipt","17-02-2024","1851",,"MumsCereal and General Stores","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",129.96,"",54032.50
,"Sales Receipt","20-02-2024","1857",,"RAZAQ AIRWAYS","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",1039.65,"",55072.15
,"Invoice","21-02-2024","MC05422",,"THE M-PESA ACADEMY","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",2079.29,"",57151.44
,"Sales Receipt","21-02-2024","1855",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",57194.76
,"Sales Receipt","21-02-2024","1859",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",86.64,"",57281.40
,"Sales Receipt","21-02-2024","1860",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",129.96,"",57411.36
,"Invoice","22-02-2024","MC05434",,"NASRI MART LIMITED","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Accounts Receivable",216.59,"",57627.95
,"Sales Receipt","22-02-2024","1865",,"Cash Sales","Zelia Dishwashing Paste 400g","Cost of Goods Sold","Zelia Dishwashing Paste",,"Undeposited Funds",43.32,"",57671.27
